comment_id,note_id,content,content_clean,comment_time,hour,date,weekday,nickname,ip_location,like_count,sub_comment_count,content_length,content_clean_length,is_empty,is_root_comment,has_picture,parent_comment_id
69b5182a0000000018038ea7,69b40469000000001a02f5a0,就是…不玩游戏可以推吗？我是圈外人但是看到这个角色感觉好戳我！服饰好好看而且辫子超有设计感唉！！[玫瑰R],就是…不玩游戏可以推吗？我是圈外人但是看到这个角色感觉好戳我！服饰好好看而且辫子超有设计感唉！！,2026-03-14 08:11:23,8,2026-03-14,Saturday,...,甘肃,17,4,53,48,0,1,0,0
69bbfb8d0000000015001323,69b40469000000001a02f5a0,厉害666,厉害666,2026-03-19 13:35:10,13,2026-03-19,Thursday,Corner🍹·Frame🌸,广东,0,0,5,5,0,1,0,0
69b40b98000000000d03f90b,69b40469000000001a02f5a0,已死的心又动了,已死的心又动了,2026-03-13 13:05:29,13,2026-03-13,Friday,不知道s,湖南,77,6,7,7,0,1,0,0
69b62ce60000000015012f12,69b40469000000001a02f5a0,天呐这个妹妹好萌[完啦R]问问这个妹妹是自机角色可抽的吗，剧情刀吗，想入坑,天呐这个妹妹好萌问问这个妹妹是自机角色可抽的吗，剧情刀吗，想入坑,2026-03-15 03:52:06,3,2026-03-15,Sunday,疲惫的蓝灰色枕头432582,山西,1,2,37,32,0,1,0,0
69bb770b00000000050383b8,69b40469000000001a02f5a0,萌宝,萌宝,2026-03-19 04:09:47,4,2026-03-19,Thursday,沐木夏,广东,0,0,2,2,0,1,0,0
69b571de0000000009036472,69b40469000000001a02f5a0,好萌的宝宝啊，叫什么名字！,好萌的宝宝啊，叫什么名字！,2026-03-14 14:34:07,14,2026-03-14,Saturday,恰咖,贵州,0,3,13,13,0,1,0,0
69b467a30000000002029a61,69b40469000000001a02f5a0,,,2026-03-13 19:38:12,19,2026-03-13,Friday,明日复明日,天津,68,1,0,0,1,1,0,0
69b6739200000000160142d7,69b40469000000001a02f5a0,手机玩怎么样,手机玩怎么样,2026-03-15 08:53:38,8,2026-03-15,Sunday,minyu,广东,1,5,6,6,0,1,0,0
69b576d4000000000202a0b1,69b40469000000001a02f5a0,这个伤害怎么样，值得抽吗[黄金薯R]目前就只有ji炎，守岸人，千咲，卡提希亚[黄金薯R][黄金薯R]看起来好可爱,这个伤害怎么样，值得抽吗目前就只有ji炎，守岸人，千咲，卡提希亚看起来好可爱,2026-03-14 14:55:16,14,2026-03-14,Saturday,霜杀墨染樱,福建,0,2,56,38,0,1,0,0
69bbe61e000000000202894d,69b40469000000001a02f5a0,老师可以拿一段做主页视频吗，会标注的[合十R],老师可以拿一段做主页视频吗，会标注的,2026-03-19 12:03:42,12,2026-03-19,Thursday,无梦生,江苏,0,1,23,18,0,1,0,0
69b411f3000000001601789e,69b40469000000001a02f5a0,老师我想看达妮娅的[抽泣R],老师我想看达妮娅的,2026-03-13 13:32:36,13,2026-03-13,Friday,忧郁女孩在残星会,浙江,4,2,14,9,0,1,0,0
69b4c5f1000000000103ff4d,69b40469000000001a02f5a0,求背景音乐啊啊啊啊啊,求背景音乐啊啊啊啊啊,2026-03-14 02:20:33,2,2026-03-14,Saturday,米螂（bilibili还我邦多利账号,重庆,2,1,10,10,0,1,0,0
69b62c62000000000d034e3a,69b40469000000001a02f5a0,啊啊啊这个真的好看诶，想入坑了,啊啊啊这个真的好看诶，想入坑了,2026-03-15 03:49:55,3,2026-03-15,Sunday,树Z纤维,广西,0,1,15,15,0,1,0,0
69b406bb0000000015004e7e,69b40469000000001a02f5a0,laufey的歌好评,laufey的歌好评,2026-03-13 12:44:43,12,2026-03-13,Friday,爱猫壬氏,海南,10,1,10,10,0,1,0,0
69b40ad5000000001802028b,69b40469000000001a02f5a0,握草几秒钟前我才放完这首歌[捂脸R][捂脸R]然后就刷到你视频了,握草几秒钟前我才放完这首歌然后就刷到你视频了,2026-03-13 13:02:14,13,2026-03-13,Friday,momo,广东,1,3,32,22,0,1,0,0
69b437c3000000000d013093,69b40469000000001a02f5a0,松伦电脑里的都未必有这么清晰[doge][流汗R],松伦电脑里的都未必有这么清晰,2026-03-13 16:13:55,16,2026-03-13,Friday,远航星,湖南,19,0,25,14,0,1,0,0
69b4cd9a0000000018022ace,69b40469000000001a02f5a0,我去，这波摄影发力了。不想抽，现在想抽了，长得好阳光呀，woc，感觉性格也好萌,我去，这波摄影发力了。不想抽，现在想抽了，长得好阳光呀，woc，感觉性格也好萌,2026-03-14 02:53:14,2,2026-03-14,Saturday,煙.,广东,1,0,39,39,0,1,0,0
69b63157000000001403006c,69b40469000000001a02f5a0,嘉然何时来的,嘉然何时来的,2026-03-15 04:11:04,4,2026-03-15,Sunday,晚风和你（已有闺）,广西,2,0,6,6,0,1,1,0
69b545a20000000003010c45,69b40469000000001a02f5a0,好萌的角色@wanderer,好萌的角色,2026-03-14 11:25:23,11,2026-03-14,Saturday,凌幽💫,广东,2,0,14,5,0,1,0,0
69b4c0ba00000000050397f3,69b40469000000001a02f5a0,我一点都不心动，我一点都不心动！🆘🙋‍♂️,我一点都不心动，我一点都不心动！🆘🙋‍♂️,2026-03-14 01:58:18,1,2026-03-14,Saturday,千叶,江苏,2,0,21,21,0,1,0,0
69b8d4f00000000018020b8c,69b8d3ca0000000022027c62,喜欢可以灌注一下！会长期更新 鸣潮超清混剪 ～,喜欢可以灌注一下！会长期更新 鸣潮超清混剪 ～,2026-03-17 04:13:37,4,2026-03-17,Tuesday,林烟不是大佬,四川,8,0,23,23,0,1,0,0
69bd7bdf000000000d03d2bb,69b8d3ca0000000022027c62,一定要我这样看吗我的脖子,一定要我这样看吗我的脖子,2026-03-20 16:54:56,16,2026-03-20,Friday,奇迹猫猫虫标配魔狼,江西,0,1,12,12,0,1,0,0
69bb9cf5000000000d03fecc,69b8d3ca0000000022027c62,喜欢这种橙色汽水的感觉[哇R]回坑，抽！[哇R]（啥时候入卡池）,喜欢这种橙色汽水的感觉回坑，抽！（啥时候入卡池）,2026-03-19 06:51:34,6,2026-03-19,Thursday,橙玖橘,重庆,33,2,32,24,0,1,0,0
69bdf2940000000015007ad9,69b8d3ca0000000022027c62,刚抽的随缘送，券码：G5BGBOYET352,刚抽的随缘送，券码：G5BGBOYET352,2026-03-21 01:21:25,1,2026-03-21,Saturday,芋糯糯的珠宝匣子,北京,0,1,22,22,0,1,1,0
69bb8dbb000000000103c7e5,69b8d3ca0000000022027c62,我去那个粉毛是谁啊好美[哇R],我去那个粉毛是谁啊好美,2026-03-19 05:46:36,5,2026-03-19,Thursday,装逼我让你飞起来,内蒙古,1,2,15,11,0,1,0,0
69bdde83000000001500bdbb,69b8d3ca0000000022027c62,兄弟这是什么画质，求解[完啦R],兄弟这是什么画质，求解,2026-03-20 23:55:47,23,2026-03-20,Friday,八神X太一,山东,0,0,16,11,0,1,0,0
69ba75fa000000000103fc39,69b8d3ca0000000022027c62,里面的另一个白发[飞吻R]女生是谁,里面的另一个白发女生是谁,2026-03-18 09:52:58,9,2026-03-18,Wednesday,北灼,湖南,0,2,17,12,0,1,0,0
69bd528e000000001400b248,69b8d3ca0000000022027c62,这是录屏还是ai啊，这么牛,这是录屏还是ai啊，这么牛,2026-03-20 13:58:39,13,2026-03-20,Friday,233,上海,0,0,13,13,0,1,0,0
69b932a60000000015007b6c,69b8d3ca0000000022027c62,老师老师音乐是什么[抽泣R][红色心形R],老师老师音乐是什么,2026-03-17 10:53:26,10,2026-03-17,Tuesday,祁钰,江西,1,2,21,9,0,1,0,0
69bce4ea00000000010068c6,69b8d3ca0000000022027c62,[心心眼R][心心眼R]噢噢噢哦哦西格莉卡好美啊，还有中间那个新的粉毛小姐是谁@Coral,噢噢噢哦哦西格莉卡好美啊，还有中间那个新的粉毛小姐是谁,2026-03-20 06:10:50,6,2026-03-20,Friday,薛定谔的沃尔玛购物袋,浙江,0,1,45,27,0,1,0,0
69bbf3a800000000090044bc,69b8d3ca0000000022027c62,明潮现在质量这么高了 跟开服的时候感觉完全不一样,明潮现在质量这么高了 跟开服的时候感觉完全不一样,2026-03-19 13:01:29,13,2026-03-19,Thursday,七夕限定冉崽,浙江,8,0,24,24,0,1,0,0
69bd257e000000000c03161a,69b8d3ca0000000022027c62,太萌了我的妈呀,太萌了我的妈呀,2026-03-20 10:46:22,10,2026-03-20,Friday,银河飞鸟,河南,0,0,7,7,0,1,0,0
69bcecb0000000000f01f5a7,69b8d3ca0000000022027c62,这么高清吗,这么高清吗,2026-03-20 06:44:00,6,2026-03-20,Friday,很呆萌吧,广东,1,0,5,5,0,1,0,0
69bcc2d00000000015013dd9,69b8d3ca0000000022027c62,宝➕你啦，🉑做朋友吗[飞吻R],宝➕你啦，🉑做朋友吗,2026-03-20 03:45:20,3,2026-03-20,Friday,小椰子🥥,河南,0,0,15,10,0,1,0,0
69bbb3680000000009004473,69b8d3ca0000000022027c62,我滴天啊……,我滴天啊……,2026-03-19 08:27:20,8,2026-03-19,Thursday,卡笔刀,贵州,2,0,6,6,0,1,0,0
69bc04830000000005038477,69b8d3ca0000000022027c62,好阳光好喜欢[哇R],好阳光好喜欢,2026-03-19 14:13:24,14,2026-03-19,Thursday,yummy,北京,0,0,10,6,0,1,0,0
69bb9333000000000c032323,69b8d3ca0000000022027c62,这个质量……炫技来的……,这个质量……炫技来的……,2026-03-19 06:09:55,6,2026-03-19,Thursday,盐哄睡,江西,2,0,12,12,0,1,0,0
69bc0b2f000000001500e832,69b8d3ca0000000022027c62,她好可爱[皱眉R]好喜欢她可可爱爱的小女孩[皱眉R],她好可爱好喜欢她可可爱爱的小女孩,2026-03-19 14:41:52,14,2026-03-19,Thursday,成利华玛,河北,0,0,26,16,0,1,1,0
69bcf7cc0000000030027040,69b8d3ca0000000022027c62,西格莉卡太权威了,西格莉卡太权威了,2026-03-20 07:31:24,7,2026-03-20,Friday,幽冥魔,广西,0,0,8,8,0,1,0,0
69ba6f08000000001500af32,69b8d3ca0000000022027c62,噢~~我的太阳~~[棒R][棒R],噢~~我的太阳~~,2026-03-18 09:23:20,9,2026-03-18,Wednesday,摩西摩西,重庆,0,0,17,9,0,1,0,0
69bab6d50000000015000d8b,69b8d3ca0000000022027c62,萌萌的 暖暖的 很安心[哇R],萌萌的 暖暖的 很安心,2026-03-18 14:29:42,14,2026-03-18,Wednesday,蓝桉.🌷,吉林,0,0,15,11,0,1,0,0
69b8d4bb0000000016017f8a,69b8d3ca0000000022027c62,太高清了[皱眉R]好看爱看,太高清了好看爱看,2026-03-17 04:12:44,4,2026-03-17,Tuesday,佚名,湖北,3,0,13,8,0,1,0,0
69bc2c90000000000d03d7fd,69b8d3ca0000000022027c62,怎么做到的！！奇迹般的画质[飞吻R],怎么做到的！！奇迹般的画质,2026-03-19 17:04:17,17,2026-03-19,Thursday,小小海星人,云南,0,0,18,13,0,1,0,0
69bb9e82000000001400b70b,69b8d3ca0000000022027c62,好高清啊，对我的眼睛非常友好[哇R],好高清啊，对我的眼睛非常友好,2026-03-19 06:58:10,6,2026-03-19,Thursday,像风走了八千里,江苏,1,0,18,14,0,1,0,0
69bbace7000000000d03ebc6,69b8d3ca0000000022027c62,太美了,太美了,2026-03-19 07:59:35,7,2026-03-19,Thursday,妞妞,河南,0,0,3,3,0,1,0,0
69b8fb7300000000020342e1,69b8d3ca0000000022027c62,你这是现场拍摄吗？那么清晰！,你这是现场拍摄吗？那么清晰！,2026-03-17 06:57:55,6,2026-03-17,Tuesday,安风知我意吹梦到茜洲,广西,3,0,14,14,0,1,0,0
69bbcc96000000000202ab93,69b8d3ca0000000022027c62,我的天 这画质太舒服啦[喝奶茶R],我的天 这画质太舒服啦,2026-03-19 10:14:46,10,2026-03-19,Thursday,*幻悦大大*,重庆,1,0,17,11,0,1,0,0
69bbcaba0000000015017238,69b8d3ca0000000022027c62,好萌[抽泣R],好萌,2026-03-19 10:06:50,10,2026-03-19,Thursday,记录绘画时,广东,0,0,7,2,0,1,0,0
69babe0f000000001400b2d3,69b8d3ca0000000022027c62,好好看！,好好看！,2026-03-18 15:00:32,15,2026-03-18,Wednesday,叶尘,云南,0,0,4,4,0,1,0,0
69bb90f60000000002036efc,69b8d3ca0000000022027c62,好萌呀[皱眉R],好萌呀,2026-03-19 06:00:23,6,2026-03-19,Thursday,Kindge,广东,0,0,8,3,0,1,0,0
69b51c0d000000000d01173b,69b517ce0000000022024bf4,话说完全看不出西格莉卡是成年人啊！感觉橘橘宝才十五六岁的样子~,话说完全看不出西格莉卡是成年人啊！感觉橘橘宝才十五六岁的样子~,2026-03-14 08:27:59,8,2026-03-14,Saturday,moka,广东,535,25,31,31,0,1,1,0
69bc9460000000001400828e,69b517ce0000000022024bf4,不玩，只是看到封面感到好奇进来的，想问一下为什么上下两张图的建模不一样呀。比如头发的多少之类的，感觉上图是玩家手里的，下图是cg之类的，但是为什么玩家的头发多一些其他地方粗糙，官方的头发少一些但更好看一点。如果是因为个人设备问题导致没有官方好的话，为什么头发又比官方多一些呢？真的只是好奇这个问题所以问问,不玩，只是看到封面感到好奇进来的，想问一下为什么上下两张图的建模不一样呀。比如头发的多少之类的，感觉上图是玩家手里的，下图是cg之类的，但是为什么玩家的头发多一些其他地方粗糙，官方的头发少一些但更好看一点。如果是因为个人设备问题导致没有官方好的话，为什么头发又比官方多一些呢？真的只是好奇这个问题所以问问,2026-03-20 00:27:12,0,2026-03-20,Friday,泊秦,湖北,4,10,152,152,0,1,0,0
69b545b6000000001d00b427,69b517ce0000000022024bf4,反耳呢，伤到了我这个嘉欣,反耳呢，伤到了我这个嘉欣,2026-03-14 11:25:43,11,2026-03-14,Saturday,。,河南,124,2,12,12,0,1,0,0
69b542ff000000000d011921,69b517ce0000000022024bf4,3.0之前全索拉里斯凑不出一个完整的家庭，3.0之后……,3.0之前全索拉里斯凑不出一个完整的家庭，3.0之后……,2026-03-14 11:14:07,11,2026-03-14,Saturday,从你他她做起,山东,61,2,28,28,0,1,0,0
69b7bf0c000000000f01fbc7,69b517ce0000000022024bf4,西格莉卡:原来残星会不是学生社团吗？？？,西格莉卡:原来残星会不是学生社团吗？？？,2026-03-16 08:27:57,8,2026-03-16,Monday,夜光虫,河南,50,2,20,20,0,1,0,0
69b52b1b00000000140099c7,69b517ce0000000022024bf4,好想抽耙耙柑，但是没有预算抽仇远怎么办[哭惹R],好想抽耙耙柑，但是没有预算抽仇远怎么办,2026-03-14 09:32:12,9,2026-03-14,Saturday,活人微亖,浙江,44,8,24,19,0,1,0,0
69b53824000000000f02d7c2,69b517ce0000000022024bf4,她跟千咲，琳奈是同学对吗,她跟千咲，琳奈是同学对吗,2026-03-14 10:27:48,10,2026-03-14,Saturday,DandyHuang,广东,24,6,12,12,0,1,0,0
69b52a1f000000001500b684,69b517ce0000000022024bf4,也不知道她的蓄意冲拳和雷欧飞踢搁哪学的，乖乖女皮下的肉搏天才可以说很反差了[doge],也不知道她的蓄意冲拳和雷欧飞踢搁哪学的，乖乖女皮下的肉搏天才可以说很反差了,2026-03-14 09:27:59,9,2026-03-14,Saturday,灰芝麻会发黑_,湖南,23,2,43,37,0,1,0,0
69b51b80000000001803934a,69b517ce0000000022024bf4,属于是那种童年的美好可以治愈一生的角色,属于是那种童年的美好可以治愈一生的角色,2026-03-14 08:25:37,8,2026-03-14,Saturday,机器猫猫想理解爱,湖北,158,1,19,19,0,1,0,0
69b5cf27000000001500fadc,69b517ce0000000022024bf4,我发现我好容易喜欢可爱又有真实烟火生活痕迹的女角色，这种父母疼爱和文化氛围给人一种角色是肉长的而不是标签堆出来的温热感。,我发现我好容易喜欢可爱又有真实烟火生活痕迹的女角色，这种父母疼爱和文化氛围给人一种角色是肉长的而不是标签堆出来的温热感。,2026-03-14 21:12:09,21,2026-03-14,Saturday,momo,山西,28,1,60,60,0,1,1,0
69b52055000000000d0360d6,69b517ce0000000022024bf4,家庭幸福的人真的哪怕成年了都有小孩子的稚气和天真在身上，因为回头就有人兜底[哭惹R],家庭幸福的人真的哪怕成年了都有小孩子的稚气和天真在身上，因为回头就有人兜底,2026-03-14 08:46:14,8,2026-03-14,Saturday,竹筱予uly（考研版）,湖北,53,0,42,37,0,1,0,0
69b521bf00000000150159cc,69b517ce0000000022024bf4,居然是难得的父母双全，家庭美满的角色,居然是难得的父母双全，家庭美满的角色,2026-03-14 08:52:15,8,2026-03-14,Saturday,金玉满堂,福建,40,0,18,18,0,1,0,0
69b54230000000000d01070c,69b517ce0000000022024bf4,这表情看一次笑一次,这表情看一次笑一次,2026-03-14 11:10:42,11,2026-03-14,Saturday,正 在 加 载...,河北,21,1,9,9,0,1,1,0
69b67a350000000002034622,69b517ce0000000022024bf4,小橘子🍊被一群大橘子爱着。。[皱眉R],小橘子🍊被一群大橘子爱着。。,2026-03-15 09:21:57,9,2026-03-15,Sunday,梧桐叶🍏,广东,6,0,19,14,0,1,0,0
69b5249700000000180222e9,69b517ce0000000022024bf4,东北姑娘[笑哭R],东北姑娘,2026-03-14 09:04:23,9,2026-03-14,Saturday,轻度失眠,黑龙江,19,1,9,4,0,1,0,0
69bc6f2600000000140089f1,69b517ce0000000022024bf4,实际年龄还是未成年啦，只是少数民族有自己的成年礼[捂脸R],实际年龄还是未成年啦，只是少数民族有自己的成年礼,2026-03-19 21:48:23,21,2026-03-19,Thursday,tacamaI,上海,1,0,29,24,0,1,0,0
69babb62000000000f019eb8,69b517ce0000000022024bf4,父母健在，好少见,父母健在，好少见,2026-03-18 14:49:07,14,2026-03-18,Wednesday,刻kk,江苏,1,0,8,8,0,1,0,0
69b6d03d0000000009005f78,69b517ce0000000022024bf4,耙耙柑真的太可爱了[皱眉R]好想知道小橘子橘橘宝这些名字都是这么来的呀！潮友们的造梗能力真是一等一的,耙耙柑真的太可爱了好想知道小橘子橘橘宝这些名字都是这么来的呀！潮友们的造梗能力真是一等一的,2026-03-15 15:29:02,15,2026-03-15,Sunday,无机盐,安徽,1,1,50,45,0,1,0,0
69bb8e64000000000103e343,69b517ce0000000022024bf4,是幸福的耙耙柑[完啦R]太好了,是幸福的耙耙柑太好了,2026-03-19 05:49:25,5,2026-03-19,Thursday,迷涂零子酱,浙江,1,0,15,10,0,1,0,0
69b523b9000000001400a523,69b517ce0000000022024bf4,难得的二游如此阳光父母双全的正常家庭的孩子,难得的二游如此阳光父母双全的正常家庭的孩子,2026-03-14 09:00:41,9,2026-03-14,Saturday,晚安玛卡巴卡,四川,10,0,21,21,0,1,0,0
69b52a1b000000001101b295,69b517ce0000000022024bf4,鸣潮少数几个父母双全的[捂脸R],鸣潮少数几个父母双全的,2026-03-14 09:27:55,9,2026-03-14,Saturday,成,江西,4,0,16,11,0,1,0,0
69bbadda000000000c030588,69b517ce0000000022024bf4,好幸福的粑粑柑[点赞R],好幸福的粑粑柑,2026-03-19 08:03:38,8,2026-03-19,Thursday,深海,北京,0,0,12,7,0,1,0,0
69bbfbbd0000000016016778,69b517ce0000000022024bf4,可爱[doge],可爱,2026-03-19 13:35:57,13,2026-03-19,Thursday,Corner🍹·Frame🌸,广东,0,0,8,2,0,1,0,0
69b54f89000000000c033179,69b517ce0000000022024bf4,拥抱对于冰原人好像真的很重要，他们那个机械熊都可以进行拥抱的互动，而且一抱就会抱好久。,拥抱对于冰原人好像真的很重要，他们那个机械熊都可以进行拥抱的互动，而且一抱就会抱好久。,2026-03-14 12:07:38,12,2026-03-14,Saturday,圣伊丽莎白精神病院代理院长,四川,2,0,43,43,0,1,0,0
69b76747000000000c033ef3,69b517ce0000000022024bf4,父母健在 自己也健在 爱弥斯表示狠狠羡慕了一下,父母健在 自己也健在 爱弥斯表示狠狠羡慕了一下,2026-03-16 02:13:28,2,2026-03-16,Monday,时-黑曜,北京,1,0,23,23,0,1,0,0
69b6cc4e0000000015005aa5,69b517ce0000000022024bf4,这个真的很好看，但是我没有仇远，抽不得，抽不得[哭惹R],这个真的很好看，但是我没有仇远，抽不得，抽不得,2026-03-15 15:12:14,15,2026-03-15,Sunday,寇,山东,0,0,28,23,0,1,0,0
69b530cb000000000f02abdb,69b517ce0000000022024bf4,粑粑柑为数不多的二游正常人角色,粑粑柑为数不多的二游正常人角色,2026-03-14 09:56:27,9,2026-03-14,Saturday,飞白解失去的浮坶,浙江,4,0,15,15,0,1,0,0
69b6e93f000000000f02e028,69b517ce0000000022024bf4,二游里相对稀有的父母双全也不苦大仇深的角色（,二游里相对稀有的父母双全也不苦大仇深的角色（,2026-03-15 17:15:44,17,2026-03-15,Sunday,Ein,云南,0,0,22,22,0,1,0,0
69b8ba4a000000000202b0de,69b517ce0000000022024bf4,在mc找到一个父母双全的角色可太难了[笑哭R]，橘橘宝也算是打败绝大部分限定角色了,在mc找到一个父母双全的角色可太难了，橘橘宝也算是打败绝大部分限定角色了,2026-03-17 02:19:54,2,2026-03-17,Tuesday,milk&🍭,浙江,0,0,41,36,0,1,0,0
69b7702b00000000150124af,69b517ce0000000022024bf4,为数不多的父母双全的幸福孩子,为数不多的父母双全的幸福孩子,2026-03-16 02:51:24,2,2026-03-16,Monday,夏目,浙江,0,0,14,14,0,1,1,0
69bdf2a800000000160160be,69b04385000000001600b83e,刚抽的随缘送，券码：G5BGBOYET352,刚抽的随缘送，券码：G5BGBOYET352,2026-03-21 01:21:45,1,2026-03-21,Saturday,芋糯糯的珠宝匣子,北京,1,2,22,22,0,1,1,0
69b0c9220000000002028678,69b04385000000001600b83e,是耙耙柑不是粑粑柑……,是耙耙柑不是粑粑柑……,2026-03-11 01:45:07,1,2026-03-11,Wednesday,wy_yy,重庆,87,6,11,11,0,1,0,0
69ba6ea50000000014009a87,69b04385000000001600b83e,问问可以拿这个当头像吗？。好萌[害羞R],问问可以拿这个当头像吗？。好萌,2026-03-18 09:21:41,9,2026-03-18,Wednesday,无妄海,河南,1,2,20,15,0,1,0,0
69b77e2a0000000015009e82,69b04385000000001600b83e,老师画的超可爱[萌萌哒R][萌萌哒R],老师画的超可爱,2026-03-16 03:51:06,3,2026-03-16,Monday,落雪时再见吧,重庆,0,1,19,7,0,1,0,0
69bd3f1d000000000c032db4,69b04385000000001600b83e,可爱的猫咪,可爱的猫咪,2026-03-20 12:35:42,12,2026-03-20,Friday,ttoi001,湖北,0,0,5,5,0,1,0,0
69ba435f000000000f02e101,69b04385000000001600b83e,可爱[萌萌哒R],可爱,2026-03-18 06:17:03,6,2026-03-18,Wednesday,风遇薄荷,浙江,0,0,8,2,0,1,0,0
69bd3547000000000f025ade,69b04385000000001600b83e,可爱,可爱,2026-03-20 11:53:43,11,2026-03-20,Friday,小红薯,山东,0,0,2,2,0,1,0,0
69b6e136000000000f02d13a,69b04385000000001600b83e,好看诶,好看诶,2026-03-15 16:41:26,16,2026-03-15,Sunday,喜仙,荷兰,0,0,3,3,0,1,0,0
69bd2014000000001803b51e,69b04385000000001600b83e,橘猫！,橘猫！,2026-03-20 10:23:16,10,2026-03-20,Friday,深山老林,湖北,0,0,3,3,0,1,0,0
69b04637000000000c0335c1,69b04385000000001600b83e,宝宝你是小橘猫宝宝你是耙耙柑[色色R][色色R][色色R],宝宝你是小橘猫宝宝你是耙耙柑,2026-03-10 16:26:32,16,2026-03-10,Tuesday,蛋炒西红柿酱m,河南,3,0,29,14,0,1,1,0
69bca4f300000000050397b3,69b04385000000001600b83e,太可爱了耙耙柑[哇R],太可爱了耙耙柑,2026-03-20 01:37:56,1,2026-03-20,Friday,wowowo,山西,0,0,11,7,0,1,0,0
69b04d27000000001500077c,69b04385000000001600b83e,橘橘宝[暗中观察R],橘橘宝,2026-03-10 16:56:08,16,2026-03-10,Tuesday,糯米鱼堡,广东,0,1,10,3,0,1,0,0
69bbe0c1000000000202a0e8,69b04385000000001600b83e,我的天，这么萌[萌萌哒R],我的天，这么萌,2026-03-19 11:40:49,11,2026-03-19,Thursday,谢谢，但我什么都吃,安徽,0,0,13,7,0,1,0,0
69b04e3a0000000015002159,69b04385000000001600b83e,毛很长很多的咪,毛很长很多的咪,2026-03-10 17:00:42,17,2026-03-10,Tuesday,深海渣鱼,江苏,0,1,7,7,0,1,0,0
69bbd122000000001400ac59,69b04385000000001600b83e,超可爱啊啊啊啊,超可爱啊啊啊啊,2026-03-19 10:34:10,10,2026-03-19,Thursday,狂小贼,湖北,0,0,7,7,0,1,0,0
69b8e6a7000000001601719d,69b04385000000001600b83e,超可爱[笑哭R],超可爱,2026-03-17 05:29:11,5,2026-03-17,Tuesday,晚幕,广东,0,0,8,3,0,1,0,0
69bb7717000000000202af0b,69b04385000000001600b83e,[哇R]好萌,好萌,2026-03-19 04:10:00,4,2026-03-19,Thursday,kio,湖北,0,0,6,2,0,1,0,0
69b044ec000000000f019d52,69b04385000000001600b83e,好萌[哇R][哇R],好萌,2026-03-10 16:21:00,16,2026-03-10,Tuesday,总之先睡觉吧,广东,0,0,10,2,0,1,0,0
